525714904543	5257149045432792519079400711150478537803
02539	0253950873238877935740978128818700082994
963991655936	9639916559369593557640005236360445141148
1601748	1601748519818854608600365976067432333464
881886514916930245151283557981811	8818865149169302451512835579818112344900
26117718084266433365178000	2611771808426643336517800021719034492342
kerch	kerchak
dblo	dblook
canalis	canalisation
19290007452098959	1929000745209895959201159412324102274845
4547642588409952164825544536	4547642588409952164825544536620838117891
40805	4080547697058214171286363296501304165012
exaggerated	exaggerated
3018524217	3018524217706136533236073856228166664597
2737780213652	2737780213652404028817217012490974899454
33529751360737720305713427396381265	3352975136073772030571342739638126588567
7641649835663127518728182948655	7641649835663127518728182948655658524206
08630815818586	0863081581858628158830545646622976948039
791840217976266564845802615914	7918402179762665648458026159140717347700
misdirectin	misdirecting
capsule	capsule
3831659166268310306	3831659166268310306519473023341938416407
pern	pernicious
109971	1099715883127800208982759358981064821179
7348915189650027	7348915189650027442328981181709248273610
99511	9951196514095426150266151476512208202458
0541334053922000113786	0541334053922000113786300945560688166740
complaining	complainingly
trespass	trespass
perv	perverts
8173394627476446568589009	8173394627476446568589009362661233111529
0413832411607226029983	0413832411607226029983305353708761389396
interpositio	interposition
sinle	sinless
6840341059483	6840341059483417884389631799564688157919
1022190	1022190999062573733834727264986782444010
93975744066491276051	9397574406649127605188781242336831254672
perf	performs
secreta	secretary
overview	overview
24501668153412135	2450166815341213505278578539332606110249
204578070541352576903253522738963847	2045780705413525769032535227389638474956
attentions	attentions
_everythi	_everything_
pequ	pequod
overproductio	overproduction
48426126	4842612678421779772826898973500795450583
1600469103366024	1600469103366024159045046373335974881199
7675985442715277884438367601499128973582	7675985442715277884438367601499128973582
10997158831278	1099715883127800208982759358981064821179
24201757374702871	2420175737470287189310207606953355721704
979919361853380	9799193618533802014070724816273043134189
2160749469654	2160749469654989210474443927871934536701
inexperien	inexperienced
156300	1563006364432111622483737910562361135883
_su	_surfing
pett	petty
7596948538057364208384918887095	7596948538057364208384918887095176052287
6371345205439802277866337293	6371345205439802277866337293290829914010
dominion	dominions
extracting	extracting
329813543645124092220896643987201997945	3298135436451240922208966439872019979456
863645219323248133939309075456636803	8636452193232481339393090754566368038513
trad	traditions
uude	uudecode
268831328947055389135729070696759955629	2688313289470553891357290706967599556298
pronouncin	pronouncing
trap	traps
3055716726972591	3055716726972591146319906888238930053800
83401948293	8340194829327957506243996452725786244003
95286569231897980003830613787324345465	9528656923189798000383061378732434546500
struggle	struggles
7630836137289498678842	7630836137289498678842851139853615593352
5570156582442766159932646315	5570156582442766159932646315580667205312
growt	growth
caven	cavendish
caver	cavernous
1563006	1563006364432111622483737910562361135883
449684875	4496848756023362482704197862320900216099
theoretic	theoretically
5711337286840205574416030837052	5711337286840205574416030837052312242587
44617795643752391742928503987022583734	4461779564375239174292850398702258373406
753177499737992930432943717638018	7531774997379929304329437176380185628006
81427639105192346	8142763910519234685081979001796519907050
232448615413264031578430955396671	2324486154132640315784309553966710614680
62946948514931472688923571	6294694851493147268892357161503240554226
5075028860842353696671	5075028860842353696671519166851042800174
351881374638871042735447676235779339939	3518813746388710427354476762357793399397
6334738389017759714236223	6334738389017759714236223057776395541011
42648184739892156270860956506293404	4264818473989215627086095650629340405264
uucp	uucp
433778849283423636112447	4337788492834236361124473822814504596821
6014967645550103653971251138	6014967645550103653971251138583505085112
600238	6002385828069314892223145775878379156490
4200014574	4200014574760819302212066024330096412704
5675557294585	5675557294585962182052650473353712351623
overshadowe	overshadowed
introdu	introductions
653363753192959677260808534576522747	6533637531929596772608085345765227471404
jugu	jugular
605272605	6052726059944320443056274522916128891766
3212907772374850	3212907772374850663548917089285076023435
riveted	riveted
equatorial	equatorial
intoxicating	intoxicating
25384828278282622330415137092950	2538482827828262233041513709295021921965
71117676104777497166	7111767610477749716668901521638389743117
obse	observing
ivory	ivory
108160415241	1081604152410021419593734978643166155673
84085703978	8408570397815199814882239005994891194647
growl	growls
theme	theme
49255	4925542179398272327935709582874859712678
5090001163719114994852024821586396216294	5090001163719114994852024821586396216294
36272090	3627209095655008464866053689754984789958
struggli	struggling
disclosure	disclosure
46485236332475910267	4648523633247591026705624663508025530581
_wa	_was_
24367398402841886391476334916951140	2436739840284188639147633491695114032583
_we	_wendell
32399290	3239929026853924998123670914216134887815
compartments	compartments
4498341419197991	4498341419197991817990986463158324602151
19373301	1937330156412327718539565493242297795301
_wi	_with_
48260540	4826054043618718363302689928586235821456
7875535618833508387024829534607859702	7875535618833508387024829534607859702360
summarize	summarizes
summarizi	summarizing
uuen	uuencoded
13915974645348060996015	1391597464534806099601555877223193450760
hocu	hocus
8582740369655329362236090572479794	8582740369655329362236090572479794734434
761575	7615755549162366017628802206010686555241
214000219516113423370583591115452172937	2140002195161134233705835911154521729372
26383798367668159183589049652163	2638379836766815918358904965216372649296
554746	5547465540000517662402028259448288338118
3586148252820017348957533954	3586148252820017348957533954255019475442
juic	juicy
160046910336	1600469103366024159045046373335974881199
854273598	8542735985913041306918279258584509440150
771867484911475031	7718674849114750318017733046899093179744
sobs	sobs
904600	9046007728408622147475476532215055181164
worldwide	worldwideweb
compels	compels
groun	groundwork
trep	trepidation
10585671966367961671400970315351323869	1058567196636796167140097031535132386972
obtr	obtruding
03515988885193458072	0351598888519345807273866738589422879228
419191	4191919911453182543906294573298686613524
37243	3724366671129644602929157461811177891696
600027425027	6000274250272245157090630449636923093838
87432709166200	8743270916620098057717103475575333102702
irey	irey
66146238506331270	6614623850633127072987745618984384288764
34564370716105115	3456437071610511521617176237598050900553
835629697	8356296970450161379356962667597759234361
40693250	4069325060628344689375430167878153206160
120378	1203784750417081752273735270989343717167
5905	5905115232356987153971278667180775786719
8731761732323526360583817	8731761732323526360583817315103459573653
sailorm	sailorman
_yo	_yours
inflexibl	inflexible
134869585	1348695851652674595151876800333955224105
grote	grotesquely
soar	soaring
stratagems	stratagems
52495269685	5249526968537631443799834033694712444724
revivif	revivifying
836741213572	8367412135721830146848071241856625742852
693989558994874213795908028931969148	6939895589948742137959080289319691484582
14590	1459091064841642678309949723674420175862
6775008596012847528925946334831240	6775008596012847528925946334831240876674
hoes	hoes
080649882918	0806498829184543953015299820925030054982
31173012381970684161403970	3117301238197068416140397019837679320683
rocking	rocking
facha	fachan
6556048763399988478426451731890365	6556048763399988478426451731890365879756
hurtl	hurtled
633455010228617	6334550102286170517890440570419577859833
weepest	weepest
5916	5916009164171017560540981430190644437990
370794380056663364884365089	3707943800566633648843650891448055710397
262928960072587601564840556088613	2629289600725876015648405560886131654118
3735744708366	3735744708366215377470972660188656210681
89961720524	8996172052454067469527194807993039673019
7384251722934396013721240628	7384251722934396013721240628678363667584
5912	5912358504928302883293448928459137362162
8341607827091326680865655921102	8341607827091326680865655921102733746700
152953887144369639940639109926701821953	1529538871443696399406391099267018219539
623883522152081447894062688993608	6238835221520814478940626889936085239827
592841804151005	5928418041510055519914656493487279696935
38552	3855226999768226096450075045000961168661
decamped	decamped
239711922814450735588373324057814	2397119228144507355883733240578148626622
facin	facing
0602734199	0602734199775666002942794109040006465428
03809769193260643760	0380976919326064376087432093856028156428
76762656835586254526974552609910245766	7676265683558625452697455260991024576619
agrarian	agrarian
4214256107189684662633587441497697	4214256107189684662633587441497697392156
68795250382	6879525038204442326697479264829899016938
145909106484164267	1459091064841642678309949723674420175862
51983976606933582247791365045627057667	5198397660693358224779136504562705766735
reverberated	reverberated
wonderland_	wonderland_
homosex	homosexuals
124428417625623013	1244284176256230139538669970308943645907
0033303525341432	0033303525341432300242882480513966314466
18621806745712809938525884	1862180674571280993852588426319306701820
875868425049269037093426202	8758684250492690370934262028022399861803
458987	4589875941266546094142114475400072117906
sometime	sometimes
cavendis	cavendish
4176506636216	4176506636216905928021516429198484077446
1000660	1000660041544868437352208483059495953182
831879619843765495877803685	8318796198437654958778036852617518353918
comfortables	comfortablest
222759069934648162473439	2227590699346481624734399733206013058796
468502234780438733784470928703890536	4685022347804387337844709287038905364205
wagered	wagered
171895	1718954899055748693397700245632475954504
trip	trips
105120731384664871754	1051207313846648717547518382979990189317
tril	trilogy
4564332110431948214212997	4564332110431948214212997931881046363995
vaulted	vaulted
fias	fiasco
24462124561015	2446212456101562729065130618520732925434
5934	5934198562478071443497720199170266538071
trit	trite
90460077	9046007728408622147475476532215055181164
99410959549232143440	9941095954923214344060676347697130895133
9729329068272046476	9729329068272046476503669697652276736454
482605	4826054043618718363302689928586235821456
0703403240133480638851409576955714	0703403240133480638851409576955714719036
58666955972168650605207280134210435576	5866695597216865060520728013421043557627
6533637531929596772608085345	6533637531929596772608085345765227471404
4308268617722393852508	4308268617722393852508837607497421959426
0544448132093266582986850659125571745	0544448132093266582986850659125571745568
380965600431058605483557	3809656004310586054835577394662503323003
5949	5949302092112205261031239068294134569678
remarkables	remarkablest
enthusiasm	enthusiasm
00314239735368928435	0031423973536892843529495809943446541431
transfix	transfixed
soev	soever
5941	5941616693902049665352189672822671972640
677064199	6770641995391119488812406598216857871313
fratricide	fratricide
5945	5945696857828170203254955525288754644660
8156159561093181518370	8156159561093181518370113510479017638359
62730941710163434907	6273094171016343490769642372229435236612
9085660085	9085660085431027963752474762653530315586
hois	hoisting
nintendo	nintendo
4648235308354013233292486403731800319	4648235308354013233292486403731800319520
634644477006787131066832417871556	6346444770067871310668324178715562817791
50859151265812143823371072949148088472	5085915126581214382337107294914808847235
3831659166268310306519473023341938416407	3831659166268310306519473023341938416407
195846	1958461065596332728348560957030557250249
spark	sparks
261177180842664333651780	2611771808426643336517800021719034492342
0383721577268311707345522501941217	0383721577268311707345522501941217015413
_upo	_upon
3921015193235101390117789997483527	3921015193235101390117789997483527186469
4625	4625594037892492500762438689377647531010
782114666899	7821146668999684522704295458971092216365
enrolled	enrolled
224647816155	2246478161553353227545326454308709332092
irks	irksome
457563303365567773748086441	4575633033655677737480864410996914182777
numberles	numberless
54686267885233004	5468626788523300449677955807616618018336
8367412135721830	8367412135721830146848071241856625742852
506918	5069182601096890692514171425142181534915
gratific	gratification
eccentri	eccentricities
glea	gleaned
31918450	3191845064713669122576415213769896260940
313273738270759503908825312235368763898	3132737382707595039088253122353687638981
glee	glee
443019	4430195793793786072107254277289071732854
4632	4632237020715331348870831741465914924063
8413190463683321791150591078138	8413190463683321791150591078138982610262
516034636443	5160346364438626997729575065846892959980
4636	4636098160895767042190314568494296728664
3309	3309250834966458416565542612941951088471
813484929229964724	8134849292299647248229359787842720945578
4650	4650684481395616672207292612101646923390
homewar	homewards
21950726933755023582156142499453	2195072693375502358215614249945382347811
economis	economists
37198695916451869432324246404	3719869591645186943232424640440167238197
4019688253289309149665345753571427	4019688253289309149665345753571427318482
6693134575284011873746854691	6693134575284011873746854691620648991164
9051828137448787696395483063850897	9051828137448787696395483063850897561464
3316	3316811625518980604091830189075121701929
sojo	sojourner
1459091064	1459091064841642678309949723674420175862
3312	3312659432286710965281109501693028351496
109043183163796046	1090431831637960464315231844346697999048
535407323634283021896949477661260	5354073236342830218969494776612607834632
0865536474517565487931892564408527	0865536474517565487931892564408527448919
78654808714764645128242644	7865480871476464512824264478216644266616
8381554894714673365248367	8381554894714673365248367913856643108474
0547854954620263256676813262435925020249	0547854954620263256676813262435925020249
12964478906132000630965607478820	1296447890613200063096560747882082122140
4826375	4826375270813531055708180496424985846461
41825649655	4182564965563294518709637484074360669912
218182387221708112766208665317651926458	2181823872217081127662086653176519264584
41919199114531825439062945	4191919911453182543906294573298686613524
684323069	6843230694302417490297311819511329357468
804518851190871858829951433	8045188511908718588299514331534128549297
76416498356631275187281829	7641649835663127518728182948655658524206
09486248261694	0948624826169448020179174822308583500786
234116950174550236050	2341169501745502360505475824093175657701
creep	creepy
956849182333589308133	9568491823335893081336013148874836646422
3327	3327815789043860113780785081102730494466
4598376457122576461226056281278521	4598376457122576461226056281278521695808
50755839668967578364316618369307625	5075583966896757836431661836930762560352
immediate	immediately
consanguinity	consanguinity
3323	3323052149999818290461194716767275037422
1416928368190255151086574637	1416928368190255151086574637721112523897
inclines	inclines
468220593921673359485	4682205939216733594850578496228079324226
somb	sombre
359432827	3594328274275983382931099806461605360243
hospitalit	hospitality
2505486708	2505486708172221475138425166790445416617
283844152257	2838441522579419764824996318479414814660
478971432622204106958794718643543	4789714326222041069587947186435439940738
upwar	upwards
2010	2010040811760123270513163743154487571768
46832055636316431893917626269931034289	4683205563631643189391762626993103428948
solu	solutions
17512989796670732926748864300973988148	1751298979667073292674886430097398814873
1468000151211434422560238744743252	1468000151211434422560238744743252507693
78991286820705448979	7899128682070544897997731969557437452970
trov	trove
declamat	declamatory
7194304251179404567986211463	7194304251179404567986211463013840237109
2003	20036
yassi	yassir
674473	6744736341369846732852260557012645012334
5996	5996186972975658897874108218942233734454
homo	homosexuals
figu	figures
sole	solemnly
25083964613	2508396461328929584567927365409119947616
sola	solar
4683	4683965435885668550377313129658797581050
328811205214648980518009202471939171055	3288112052146489805180092024719391710555
ambit	ambitious
614794	6147945247390128028426466892294556649586
810801793680708083051899646	8108017936807080830518996468540836412752
3352	3352975136073772030571342739638126588567
soli	solitudes
8481488108339469000163807	8481488108339469000163807910759607455046
4487274038373338198523588	4487274038373338198523588420284015098157
0404598300894356595	0404598300894356595426725687971491870344
owned	owned
3345	3345637325956725335431617158653333984332
924162772577	9241627725778814797477044600542366934615
glim	glimpses
4676	4676514566899762798960629592511976367290
6507848945473890965	6507848945473890965733127638529626645170
771533737446465211874481748868	7715337374464652118744817488687106523111
fift	fifty
36126010	3612601090841959021558211181667741384396
8364896134225164450781	8364896134225164450781824423529486363721
38746248313850214	3874624831385021498040168194079568721926
342890286158327730479483097170553748510	3428902861583277304794830971705537485109
4694	4694359374081585364819125280049207240421
1937330156412327718539565493242297795301	1937330156412327718539565493242297795301
143319434764035725376914388899683088	1433194347640357253769143888996830882628
3363	3363994275193542400019731250988824196000
8967157667726319644252493194180647242378	8967157667726319644252493194180647242378
mutte	mutterings
paragraphs	paragraphs
38707	3870778107974409755566278073712280303500
3303522111829071597538	3303522111829071597538821839777552812981
sons	sons
1989115895548758	1989115895548758648664570923172182587034
687314252252601795	6873142522526017958897591162387208075805
5780031580	5780031580372555541017846186347869064604
74170353754200369876060	7417035375420036987606087655001093452990
72238204977257730745	7223820497725773074545629791279061775316
9205870515074254852744810154541079359513	9205870515074254852744810154541079359513
95139575641912268	9513957564191226851559624762032820387263
700446890110499239392180881556261918	7004468901104992393921808815562619183440
song	songstress
creat	creatures
791840217976	7918402179762665648458026159140717347700
4429364514286171585873397467918	4429364514286171585873397467918975712119
6145994638578378211	6145994638578378211017122446355845171941
58976714742057240474	5897671474205724047439720232895903726148
66495607	6649560781253049175940158951469549652231
096028	0960285941580971991342931329514592437363
astut	astute
74410935215327906816032054	7441093521532790681603205421596795906641
85006	8500685262025843284208558233856693664984
613574914318259142479829367775490496	6135749143182591424798293677754904963993
singl	singly
4698	4698126752265956210093183220817546947788
0540070356131026040514	0540070356131026040514507932592579822740
45756330	4575633033655677737480864410996914182777
methoug	methought
hord	horde
3385	3385833039117874757597706595357097964001
2054	2054427939636675910412682184337501574306
acknowledgmen	acknowledgment
4636098160	4636098160895767042190314568494296728664
01435	0143502160890185703558173661823437491622
3381	3381868879778588172919766045163533535560
abbey	abbey
44248501821713300527995551	4424850182171330052799555131253984991993
8676710264926176510110766	8676710264926176510110766876596258810039
422015522	4220155228205098919781842042502825952188
creed	creed_
2317476206537	2317476206537726163717445360549726690601
shiftines	shiftiness
915152	9151524510096986573825654899585216747260
382178622609991600867524	3821786226099916008675244626545702896906
sagaciousl	sagaciously
whirrin	whirring
0158494684022434416393831361874	0158494684022434416393831361874227541771
521643659	5216436594262960768570585698507157151317
43146884298841261604	4314688429884126160426822488230977885564
plentifu	plentiful
86586516846	8658651684645699648100156337412550984797
conside	considering
gnawn	gnawn
653972740789	6539727407898495307373036413489368806034
soot	soothsayers
0681363781529	0681363781529646159632606987449611053683
transfor	transforming
91099533273755610905783784559	9109953327375561090578378455945469160223
0798120465679532298635737458	0798120465679532298635737458903165400701
9433090683667110655953338602938000	9433090683667110655953338602938000999949
mustered	mustered
88865495002708539236171055021311474137	8886549500270853923617105502131147413744
9457621775034511	9457621775034511770110458001291255925462
5098764283280290	5098764283280290844566202167836226727229
86380	8638015760072406016495470823313493615824
anear	anear
ransack	ransacked
insuffic	insufficient
23058603320606419492989310124230811	2305860332060641949298931012423081105800
56299369628093581897614910171453	5629936962809358189761491017145343556659
50189651092384536602369402	5018965109238453660236940276060642119384
1621322002511937952724803401331	1621322002511937952724803401331352470141
5584747515162678153094655412405	5584747515162678153094655412405240916638
intercepted	intercepted
4308117317394338867965739135764	4308117317394338867965739135764377642819
spati	spatial
find	finds
322889953285828397762184600967669267	3228899532858283977621846009676692675812
heate	heated
61084	6108437022947302667214991648496107468032
downw	downwind
02094839	0209483996399466848337747067254836188482
10639868703	1063986870366826329905057770626639786845
307099566226620303	3070995662266203031826493657336984195557
2037531899726180144046677930501403015	2037531899726180144046677930501403015807
51843925396709224125659330791023	5184392539670922412565933079102365485294
trul	truly
downs	downstriken
781218240141299368590465146519	7812182401412993685904651465192091986053
hose	hose
trut	truths
78654808714764645128242644782166442	7865480871476464512824264478216644266616
11447204147	1144720414760917658043029845017468679812
5573478940019558704784741658	5573478940019558704784741658847364803865
hears	hearsay
2083	2083982459457661334271056495719356443156
883057930657703331498510068357135624	8830579306577033314985100683571356243418
possesso	possessor
73070	7307048950936235550769837881926357141779
anecd	anecdote
downc	downcast
gloo	gloomy
astri	astride
unoccupie	unoccupied
sorc	sorcerer
glos	glossy
50077626132378	5007762613237836481490052454814131959892
trud	trudged
41369230229313975114370240	4136923022931397511437024048302273576290
astra	astray
glow	glowing
soun	sounds
04089716346716370902	0408971634671637090249067747363091369040
849589380642028866679519434827501681920	8495893806420288666795194348275016819202
818089502	8180895021553100673598184430429105288459
danie	daniel
702815067862810825243222979985391	7028150678628108252432229799853917598451
flatb	flatbed
24973756	2497375694055813863058109982337256516492
9639844	9639844137178140276412208764498968862979
962644877205604307863480888570	9626448772056043078634808885709143464793
5132574349645106	5132574349645106814796947826197014832043
sour	sourly
identifie	identified
2094	2094421226279437073328703410646312100557
26117718084266433365178000217190	2611771808426643336517800021719034492342
nikol	nikolas
6689589918153082576160659184376050505170	6689589918153082576160659184376050505170
63464447700678713106683	6346444770067871310668324178715562817791
hous	houston
heark	hearkening
02875298641612	0287529864161287496473708235188892189612
655449012953097288	6554490129530972889637677133538424297153
425869829469593080	4258698294695930801915298721172556347546
troubled	troubled
794114711041068870373867	7941147110410688703738674378147161236141
3405754757017043670395964677	3405754757017043670395964677159592610294
3999747352627641261259	3999747352627641261259953509026095400486
05003607588327248867879324093380071864	0500360758832724886787932409338007186415
1706071520158982529977280352000261088881	1706071520158982529977280352000261088881
99042255680414631313092401010493	9904225568041463131309240101049368241449
674653702874660625843	6746537028746606258434632970830372598049
8318796198437654958	8318796198437654958778036852617518353918
927825714524883721339461398785	9278257145248837213394613987859786320048
finl	finland
434909	4349099449420750911108532138744823216151
6166458500689638	6166458500689638494261655934731129610642
570897489	5708974893048753897955544443791303790422
hotn	hotness
12037847504170817	1203784750417081752273735270989343717167
77521391223419548471196982303169544	7752139122341954847119698230316954446804
278983	2789834328957841696889075623746728104480
64003121527870222366463635755503565	6400312152787022236646363575550356557694
57416239738852016202	5741623973885201620238478425616351259716
981753094623047604832	9817530946230476048323993793910021425329
809639550	8096395500800233476761870680865268787227
655449012953097288963	6554490129530972889637677133538424297153
853138610186729218893470393420	8531386101867292188934703934207224555679
43902260788044807572480770162106467	4390226078804480757248077016210646701669
fence	fences
940309048634960	9403090486349605340549312999194960879579
3594883176814891943	3594883176814891943065304260297738854929
salubrio	salubrious
glue	glued
irrulev	irrulevances
40980	4098064101750165110729329078321774875662
521172902298527851802559847840717	5211729022985278518025598478407179607904
035164	0351641018990275293668674318349554474581
glum	glum
271383605772	2713836057729788241256119071766394650706
manlines	manliness
26672	2667274978773047021616501971193744250562
3507082526004682124282043436724582447885	3507082526004682124282043436724582447885
091819341166758	0918193411667583563439758886046349413111
39997	3999747352627641261259953509026095400486
tantalizingl	tantalizingly
91672227371843038526310726600	9167222737184303852631072660000473678724
howa	howard
591600	5916009164171017560540981430190644437990
distinguish	distinguishing
howe	however
solicitati	solicitation
merryma	merrymaking
1036312189912421	1036312189912421733955068877864313075002
16610802773	1661080277379848576543481249822444235828
mutilated	mutilated
8144912692535076821109873835219750773665	8144912692535076821109873835219750773665
indefin	indefinitely
3686120162437365698467	3686120162437365698467037858533052758333
32689599	3268959900548847534241605866898200674831
186991609155509108789194312	1869916091555091087891943125367194565126
810801793680708083051	8108017936807080830518996468540836412752
76932	7693205549118601535195516546279411755939
38655	38655
37353001987311048	3735300198731104868956562819173620367030
repents	repents
2625150974827987779964373089970388	2625150974827987779964373089970388867782
062760	0627604582523368805525211815664175534306
foreigner	foreigners
clung	clung
farmhouses	farmhouses
6423937732224538665992861551475342773370	6423937732224538665992861551475342773370
suppo	supposition
13340	1334069728225553530004474395883007979973
regen	regent
3615795183793	3615795183793702674145140090283306446620
90378527	9037852755713334098424501272585966924343
25384828278	2538482827828262233041513709295021921965
fitn	fitness
93554992671348503157823889956754528	9355499267134850315782388995675452879155
87613	8761394806879080593531793001711000214417
63168883801327587526	6316888380132758752601460507676098392625
21338968617359245092080146531	2133896861735924509208014653125297779661
186967101485403074715610913589	1869671014854030747156109135893316560016
51983976606933	5198397660693358224779136504562705766735
ought	oughtn
388349989470741618	3883499894707416181550125397064648171946
133761484183	1337614841834884596365621526610332239417
04895858671747985466775757320568	0489585867174798546677575732056812884592
clumb	clumb
medli	medline
805055103	8050551038215398276772913731380067153392
601134611598	6011346115980434147450705511490716640635
23718564299915082	2371856429991508288980809041891810154508
firt	firth
985505747847	9855057478471210535057956490959316721675
unconcilliat	unconcilliatory
peninsula	peninsula
81014820779	8101482077993565230564904207113641922001
arrog	arrogance
146800	1468000151211434422560238744743252507693
5210845	5210845840724432383558606310680696492485
580981	5809810360148636440910149173418307964634
6405807810818657337668	6405807810818657337668157893827656450642
76706977703643926022	7670697770364392602243728418408832518487
7696378762491	7696378762491885286568660760056602560544
405354130050482404996646978558002628931	4053541300504824049966469785580026289318
41942890611349799610346720773549595938	4194289061134979961034672077354959593868
alarming	alarmingly
0638604319889	0638604319889362498676496935925695921284
99610	9961025096113761670187568525921208929131
50600754365525758905546552402103412862	5060075436552575890554655240210341286212
155965122254292915421292	1559651222542929154212923108071159723275
463046772691	4630467726914552953690154167025838032477
40944	4094412115120017386972614667869337331543
17681559226201699139661315373802129	1768155922620169913966131537380212941600
87414592464617404735275250506783992	8741459246461740473527525050678399227312
96257424425420546	9625742442542054678576747819095948650057
mathema	mathematics
61008	6100870250132945332535804568928570724120
5905115232356987	5905115232356987153971278667180775786719
6807751112666368547	6807751112666368547994446093480999295187
99610250961137	9961025096113761670187568525921208929131
377724727679763586580601939628771	3777247276797635865806019396287718060679
2446212456101562	2446212456101562729065130618520732925434
184454979563	1844549795639984483680785199708820140776
252012408134522859746267	2520124081345228597462671517715222306374
4683205563631643189	4683205563631643189391762626993103428948
3762363048580427744179071691463	3762363048580427744179071691463565462012
crevi	crevices
1325834287152	1325834287152408356615221655749984312362
1954430556748370425907553004950664994802	1954430556748370425907553004950664994802
nicholson	nicholson
173886176119362267689057	1738861761193622676890576955693918707703
mazed	mazed
flickerin	flickering
perpetra	perpetrator
7196235856312618387	7196235856312618387156774118738527722922
indelica	indelicate
0783134286180750497	0783134286180750497175747373730296280477
81395599006737648292	8139559900673764829224437528718462457803
misapprehension	misapprehension
94330906836671106559	9433090683667110655953338602938000999949
564513030699251	5645130306992519959043638402842926741257
6117920186989	6117920186989006730270823841032802134874
9341570570863450	9341570570863450733443976604780386678461
922764328	9227643289360535947903046811114130586348
7115203251155282371614692	7115203251155282371614692006347135703833
reasoni	reasoning
forwarding	forwarding
reasone	reasonest
persecutio	persecution
mailser	mailservers
7904159804399212488984866079504501170116	7904159804399212488984866079504501170116
denunciation	denunciations
mutab	mutable
87437435	8743743557819665117166183308811291202452
910995332737556109057837845	9109953327375561090578378455945469160223
22318770653952757	2231877065395275783874454229129966623016
930616001616843407061166	9306160016168434070611663449248395156319
353621467837436136161591	3536214678374361361615911679265787001377
7651310277926279743981957	7651310277926279743981957617505591300993
133297435492656868274871598665	1332974354926568682748715986654943041648
65412344607235971747779071720	6541234460723597174777907172041523181575
3316070107516452301310796620382579278533	3316070107516452301310796620382579278533
5888815152083748245003446304650598	5888815152083748245003446304650598456969
reasona	reasonably
636476943066172549186143700971387567	6364769430661725491861437009713875679402
bewailin	bewailing
asund	asunder
6164796134779091232799526492904515114830	6164796134779091232799526492904515114830
666674827426925968686	6666748274269259686864337319165487177501
675661035889313	6756610358893134838005127364111573045992
565320	5653203960795517074496039006696990334199
strugglin	struggling
insisten	insistent
desirable	desirable
18559669048559467607968190167266	1855966904855946760796819016726663465018
consist	consists
12715759912	1271575991225725282523378026809030528461
876139480687908059353179300	8761394806879080593531793001711000214417
0065380508453257243155365442206766135233	0065380508453257243155365442206766135233
4631855976580561717446840450048	4631855976580561717446840450048285353396
lauterbach	lauterbach
083747146978458	0837471469784580555061591453950643731640
14203426465	1420342646556042211223913463102316129083
89068518675586857443446921	8906851867558685744344692137920945906836
usurpati	usurpations
409421321300206164540821986138099	4094213213002061645408219861380994627212
77625678627	7762567862769469947280606094290314917493
reminiscence	reminiscence
348463317921	3484633179219044946529230214692597565663
deplore	deplored
710428459816089961019456	7104284598160899610194569164698383771826
sentime	sentiments
301852	3018524217706136533236073856228166664597
16027944	1602794405482710196290774543628092612567
799259598	7992595981412218735238407957416123372264
deplora	deplorable
700371161829485939931199955070455381196	7003711618294859399311999550704553811967
059826760944203	0598267609442032619242853170187817729602
7216055461439677336258462997	7216055461439677336258462997385077307751
5618085	5618085970100800816225574550391013219819
9916775183768	9916775183768315998212632371238543573126
12782659666207030384795881442	1278265966620703038479588144279024666926
narrated	narrated
2842910381727212131386	2842910381727212131386815655244281098711
507558396689675783643166183693	5075583966896757836431661836930762560352
4496848756023362482704197862320900	4496848756023362482704197862320900216099
87414592464617404735275250506783	8741459246461740473527525050678399227312
43105307478901043009876580816508144	4310530747890104300987658081650814486260
regiona	regional
reproducti	reproduction
tragi	tragic
trage	tragedy
reduces	reduces
1459091064841642678309949	1459091064841642678309949723674420175862
523267060400043488434329027603604	5232670604000434884343290276036049802786
216705	2167059157867799311835820189855730344883
231040432425267859555620773105430722	2310404324252678595556207731054307229803
dieta	dietary
25956903288692829126013926758785	2595690328869282912601392675878582847655
4826054043618718363302689	4826054043618718363302689928586235821456
romulus	romulus
65301666831	6530166683167802698738607554237482985482
6403785349071490898	6403785349071490898423178917397836506547
5883669487322411	5883669487322411726504487268392328453010
rattling	rattling
642619597390455450680695232	6426195973904554506806952328507518687194
17778149888610083087784957	1777814988861008308778495717098808586670
477868149903097876590086958	4778681499030978765900869583480043137176
25907748861054938061169	2590774886105493806116954293569077377792
1733770381546	1733770381546752976455965184926760393001
507502886084235369667151916	5075028860842353696671519166851042800174
69283091906	6928309190601737076465465568341320755631
25859859912384399357557	2585985991238439935755732850286131559703
alchemists	alchemists
_vic	_vice
93287215323519599	9328721532351959996167502975324759319099
52927	5292735847582937522487377937899136764642
remissnes	remissness
spee	speedy
27844578918694214929451	2784457891869421492945154017421462324030
28069777204373637178734	2806977720437363717873457948420238745151
supre	supremely
049383314898033854890946868	0493833148980338548909468685130789292064
4908652374428416	4908652374428416527766114253515386651627
spea	spears
supri	suprisingly
illusio	illusions
413203762258624582247	4132037622586245822478469666978594791498
degenera	degenerating
192900074520	1929000745209895959201159412324102274845
51603	5160346364438626997729575065846892959980
4656345	4656345602000256288960119110098045335042
creon	creon
